Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
"PhysX.ScScene.postBroadPhase2",0.006971,0.005813,0.022134,320,353,204,4,4,0.934955001343042,0.008130044,0.006416,0.008835,118,1,1,2,115,203,0.005813,0.022134,353,204,0.007083
"UnityEngine.CoreModule.dll!UnityEngine::Color..ctor()",0.006964005,0.006787999,0.012683,291,382,419,11,12,2.26905299394275,0.00756351,0.006903004,0.00872,38700,129,129,129,300,198,5E-05,0.00571,425,419,0.008917002
"Cleanup Unused Cached Data",0.00692,0.002146,0.160603,263,395,298,3,3,4.24581499374472,0.01415272,0.003771,0.010538,300,1,1,1,300,198,0.002146,0.160603,395,298,0.002564
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.SetRenderTargetWithLoadStoreAction()",0.006855,0.006394001,0.010453,275,479,202,10,12,2.10703700024169,0.007023457,0.00672,0.007062,3000,10,10,10,300,198,0.000494,0.002701,479,270,0.006704
"UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::UIElementsUtility.GetAllPanels()",0.006784,0.005962,0.01078,263,227,212,3,3,2.06189899984747,0.006872997,0.006541,0.007057,300,1,1,1,300,198,0.005962,0.01078,227,212,0.006514
"PlayerCleanupCachedData",0.006759,0.00201,0.160395,345,395,298,4,4,4.19718800159171,0.01399063,0.003602,0.010375,300,1,1,1,300,198,0.00201,0.160395,395,298,0.002499
"UGUI.Rendering.EmitWorldScreenspaceCameraGeometry",0.006654,0.004278,0.155805,459,479,226,2,3,2.28787299606483,0.007626243,0.005736,0.008338,600,2,2,2,300,198,0.000154,0.155527,346,226,0.00479
"Canvas.RenderOverlays",0.006638,0.005705,0.026473,489,371,198,3,3,2.09430499887094,0.006981017,0.006353,0.007094,300,1,1,1,300,198,0.005705,0.026473,371,198,0.006154
"UnityEngine.CoreModule.dll!UnityEngine::Object.op_Implicit()",0.00663,0.006074,0.01148,409,479,354,4,13,2.03230000207259,0.006774333,0.006506,0.006775,4200,14,14,14,300,198,0.000158,0.004168,370,354,0.006349999
"mscorlib.dll!Mono::RuntimeGPtrArrayHandle.DestroyAndFree()",0.006606,0.005179,0.016452,387,378,475,16,16,2.04762800305616,0.007640403,0.006048999,0.008252,2646,9,9,18,268,198,0.000389,0.01088,337,403,0.007555
"RenderForwardOpaque.Prepare",0.006596,0.005867,0.013452,330,291,401,5,5,2.01541800005361,0.00671806,0.00631,0.006936,300,1,1,1,300,198,0.005867,0.013452,291,401,0.00621
"mscorlib.dll!System::Char.IsWhiteSpace()",0.006564,0.005462,0.024193,262,258,198,7,21,2.01789299625671,0.00672631,0.006467999,0.006741,6588,22,20,24,300,198,0.000252,0.017079,231,198,0.006627999
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::VignetteRenderer.Render()",0.006519,0.006048,0.01238,333,207,419,9,9,2.00264799688011,0.006675493,0.0064,0.00672,300,1,1,1,300,198,0.006048,0.01238,207,419,0.006262
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.GetRawMoveVector()",0.006441,0.006208,0.014545,263,265,250,7,7,0.600256002042443,0.006669511,0.006328,0.006535,90,1,1,1,90,198,0.006208,0.014545,265,250,0
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.get_colorFormat()",0.00644,0.006101,0.011797,436,479,420,8,13,2.05200599477394,0.00684002,0.006339999,0.006756001,6600,22,22,22,300,198,0.00025,0.003921,479,420,0.006311
"Animators.WriteJob",0.006409999,0.005122,0.028707,326,492,434,5,5,2.20753399971909,0.007358447,0.005717,0.008156,900,3,3,3,300,198,2.2E-05,0.028643,323,434,0.005235
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.get_scriptableRenderPipelineActive()",0.006407,0.0056,0.064585,199,456,226,4,7,2.05193900567247,0.006839797,0.006200001,0.006755,1800,6,6,6,300,198,0.000594,0.059678,479,226,0.006207
"Assembly-CSharp.dll!Complete::TankMovement.Update()",0.006353,0.005227,0.010265,343,385,286,4,4,1.92048399685882,0.006401613,0.006109,0.006563,600,2,2,2,300,198,0.001716,0.007105,257,322,0.006165
"PrepareUpdateRendererBoundingVolumes",0.006334,0.004996,0.08874799,330,211,428,3,6,2.06227000037325,0.006874233,0.005869,0.006807,1800,6,6,6,300,198,0.000187,0.08030999,295,428,0.005658
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.get_fullscreenTriangle()",0.006293,0.006034,0.018514,252,479,272,10,12,1.96178100042744,0.00653927,0.006212,0.006455,3000,10,10,10,300,198,0.000567,0.011854,479,272,0.006293
"AudioSource.Update",0.006276,0.00459,0.168127,408,458,428,4,4,2.16009000272607,0.0072003,0.005461,0.007605,900,3,3,3,300,198,6.3E-05,0.155498,201,428,0.007786
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderTargetIdentifier..ctor()",0.006260999,0.005655,0.016754,364,439,202,6,12,1.946294005862,0.006487647,0.006108999,0.006487999,9600,32,32,32,300,198,5.2E-05,0.009694001,213,223,0.006006999
"UnityEngine.CoreModule.dll!UnityEngine::Texture2D.Apply()",0.006194,0.003507,0.014343,316,372,261,12,12,1.88444400439039,0.00628148,0.005242,0.007122,300,1,1,1,300,198,0.003507,0.014343,372,261,0.003697
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::TextureFormatUtilities.IsSupported()",0.006114,0.005480001,0.021065,474,439,479,7,9,1.88858099962818,0.00629527,0.00587,0.006383,1800,6,6,6,300,198,0.000665,0.017598,479,479,0.005507
"UnityEngine.InputLegacyModule.dll!UnityEngine::SendMouseEvents.SendEvents()",0.006089,0.005618,0.372447,352,234,388,5,5,2.24712001055013,0.0074904,0.00597,0.006284,900,3,3,3,300,198,0.001447,0.147574,213,388,0.006034
"Update.ScriptRunDelayedTasks",0.006044,0.004998,0.081835,454,320,428,2,2,1.94465499650687,0.006482183,0.00573,0.006316,300,1,1,1,300,198,0.004998,0.081835,320,428,0.005854
"UnityEngine.PhysicsModule.dll!UnityEngine::Rigidbody.MovePosition()",0.006004,0.00509,0.044581,263,447,247,6,6,1.73258299694862,0.006464862,0.00573,0.006446,588,2,2,4,268,198,0.000407,0.040781,273,247,0.005585
"Graphics.Blit",0.005992,0.004263,0.132883,340,371,401,5,5,1.9578569973819,0.00652619,0.005592,0.006376,300,1,1,1,300,198,0.004263,0.132883,371,401,0.005362
"AnimatorControllerPlayable.PrepareFrame",0.005962,0.003469,0.0176,332,291,283,6,6,1.78881400031969,0.006126076,0.005679,0.006282,297,1,1,3,292,198,0.001736,0.017386,201,386,0.005576
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.BuiltinBlit()",0.00591,0.004735,0.031547,221,294,266,6,6,1.83145700208843,0.006104857,0.005452,0.006407,300,1,1,1,300,198,0.004735,0.031547,294,266,0.005263
"mscorlib.dll!System.IO::MonoIO.Seek()",0.005825,0.005147,0.010905,340,466,237,11,16,1.79549500119174,0.005984983,0.005639,0.006081,1200,4,4,4,300,198,0.000659,0.004175,466,237,0.006479
"Physics.Simulate",0.005804,0.00511,0.021848,442,233,267,3,3,1.70454500010237,0.006360243,0.005568,0.006142,294,1,1,2,268,198,0.003757,0.021848,486,267,0.006104
"mscorlib.dll!System.IO::Path.IsPathRooted()",0.005799,0.0056,0.018414,287,226,445,15,19,1.84569399809698,0.006152313,0.005731999,0.005938,2700,9,9,9,300,198,0.000549,0.013233,373,445,0.005771
"mscorlib.dll!System.Collections.Generic::List`1.Add()",0.005794,0.004804,0.028102,405,447,481,5,13,1.85655900133133,0.00618853,0.005527,0.006136,2400,8,8,8,300,198,0.000161,0.02273,252,481,0.005712
"UnityEngine.CoreModule.dll!UnityEngine::Texture2D.ApplyImpl()",0.005774,0.003095,0.013952,316,372,261,13,13,1.75794599717483,0.00585982,0.004831,0.0067,300,1,1,1,300,198,0.003095,0.013952,372,261,0.003307
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PropertySheetFactory.Get()",0.005742,0.004879,0.017651,382,479,399,8,10,1.78554899943993,0.00595183,0.005512,0.006136,600,2,2,2,300,198,0.002014,0.01546,479,399,0.005251
"PhysX.PxsDynamics.createFinalizeContacts",0.005712,0.004465,0.011841,324,299,475,4,4,0.721235996577889,0.006060807,0.005441,0.006003,125,1,1,2,119,199,0.004379,0.011688,444,373,0.005718
"PhysX.ScScene.destroyManagers",0.005681,0.003322,0.018864,220,482,205,4,4,0.523653002223,0.006309072,0.004902,0.006624,86,1,1,2,83,200,0.003322,0.018864,482,205,0
"FrameEvents.NewInputBeforeRenderUpdate",0.00567,0.004182,0.125208,344,291,226,2,2,1.87573201023042,0.00625244,0.005305,0.006138,300,1,1,1,300,198,0.004182,0.125208,291,226,0.004592
"Animator.ProcessGraph",0.00565,0.002515,0.017403,281,458,383,7,7,1.66491900023539,0.005721371,0.005364,0.005915,557,2,1,3,291,198,0.000902,0.014923,356,383,0.005468
"CullSendEvents",0.005582,0.004721,0.099165,356,289,282,5,5,2.0499710040167,0.006833237,0.005254,0.006072,300,1,1,1,300,198,0.004721,0.099165,289,282,0.004789
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::Dithering.Render()",0.005574,0.004882,0.022305,468,367,203,8,8,1.71752299275249,0.005725076,0.005371,0.005837,300,1,1,1,300,198,0.004882,0.022305,367,203,0.004882
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessLayer.HasActiveEffects()",0.005526,0.004711,0.007963,413,479,202,7,7,1.67847199807875,0.005594907,0.005314,0.005777,900,3,3,3,300,198,0.001103,0.004295,479,267,0.005163
"mscorlib.dll!System::Type.op_Inequality()",0.005496,0.005409998,0.013968,491,275,493,12,15,1.74393701119698,0.005813123,0.005462999,0.005590999,32400,108,108,108,300,198,4.7E-05,0.007778,234,493,0.005481998
"PhysX.PxsDynamics.solverStart",0.005494,0.003186,0.014208,492,221,256,4,4,0.53616200084798,0.005585021,0.00411,0.006051,101,1,1,2,96,199,0.003186,0.014208,221,256,0.005302
"UnityEngine.PhysicsModule.dll!UnityEngine::Rigidbody.MovePosition_Injected()",0.005478,0.004636,0.040805,254,447,247,7,7,1.57355899302638,0.005871489,0.005203,0.005902,588,2,2,4,268,198,0.000301,0.040225,273,247,0.005122
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfo.GetCompatibleFormat()",0.005452,0.005176,0.011864,338,453,399,9,13,1.7472140006721,0.005824047,0.005332001,0.005769,3300,11,11,11,300,198,0.000381,0.007307,479,399,0.005384
"mscorlib.dll!Mono.Globalization.Unicode::SimpleCollator.IsIgnorable()",0.005333,0.004799,0.019317,336,395,359,19,19,1.6514290003106,0.005504763,0.005165,0.005534,1500,5,5,5,300,198,0.000582,0.010037,361,359,0.005182
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.SetSkin()",0.005316,0.004314,0.02178,456,381,353,2,2,1.68500499753281,0.005616684,0.004974,0.005954,300,1,1,1,300,198,0.004314,0.02178,381,353,0.005157
"mscorlib.dll!Mono::RuntimeGPtrArrayHandle.GPtrArrayFree()",0.005296,0.003977,0.014737,232,378,403,17,17,1.64966100032325,0.006155451,0.004774,0.006715,2646,9,9,18,268,198,0.000267,0.010646,337,403,0.006222
"mscorlib.dll!System::ParamsArray.get_Item()",0.005259,6.9E-05,0.027557,306,436,458,11,14,1.60468199990646,0.00534894,0.005100999,0.005532,12648,43,1,85,300,198,4.8E-05,0.022594,211,458,0.005257001
"UpdateScreenManagerAndInput",0.005191,0.0039,0.022268,453,431,285,2,2,1.84946500021033,0.006164883,0.004565,0.007159,300,1,1,1,300,198,0.0039,0.022268,431,285,0.004388
"TextRendering.Cleanup",0.005142,0.002437,0.153513,324,311,366,4,6,3.94994600350037,0.01732432,0.00352,0.020841,2476,2,1,119,228,199,0.000588,0.009592,221,206,0.003513
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::SplineParameter.SetValue()",0.005099,0.004569,0.016345,363,467,261,9,9,1.57045500550885,0.00523485,0.004941001,0.005291,2400,8,8,8,300,198,0.000469,0.0106,479,261,0.004768
"mscorlib.dll!System::NumberFormatter.InitHex()",0.005043,0.004431,0.015236,215,381,243,17,17,1.52971900082775,0.005707907,0.004815,0.005676,2646,9,9,18,268,198,0.000408,0.010559,235,243,0.005248
"Render",0.005035,0.004586,0.294458,294,492,428,7,7,1.84449400100857,0.006148313,0.004925,0.005249,300,1,1,1,300,198,0.004586,0.294458,492,428,0.004885
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ParameterOverride`1.Interp()",0.005015,0.004739,0.014442,307,479,267,9,10,1.56113300237121,0.005203777,0.004952,0.005146001,4500,15,15,15,300,198,4.9E-05,0.00907,201,267,0.005068
"UnityEngine.IMGUIModule.dll!UnityEngine::GUI.DoSetSkin()",0.004925,0.003971,0.021374,451,452,353,3,3,1.56342400191352,0.005211413,0.004566,0.005528,300,1,1,1,300,198,0.003971,0.021374,452,353,0.004827
"PhysX.ScScene.processLostContact2",0.004911,0.002701,0.125722,307,454,388,4,4,0.803251002682373,0.00599441,0.004498,0.005278,139,1,1,2,134,199,0.002701,0.125722,454,388,0.005958
"UnityEngine.CoreModule.dll!UnityEngine::Texture2D.SetPixelsImpl()",0.004879,0.004034,0.012702,428,479,266,14,14,1.50224400078878,0.00500748,0.004475,0.00538,300,1,1,1,300,198,0.004034,0.012702,479,266,0.00444
"Physics.UpdateBodies",0.004836,0.003769,0.136296,365,329,388,3,3,1.55068301036954,0.005786131,0.004314,0.005668,294,1,1,2,268,198,0.002692,0.136296,216,388,0.006624
"mscorlib.dll!System::NumberFormatter.GetNumberFormatInstance()",0.004814,0.000881,0.026545,214,336,243,9,17,1.52207400024054,0.00507358,0.004606999,0.005289,5892,20,2,38,300,198,0.000165,0.021869,247,243,0.004828999
"PreUpdate.NewInputUpdate",0.004798,0.002882,0.14706,349,416,388,2,2,1.65434699784964,0.00551449,0.004407,0.005473,300,1,1,1,300,198,0.002882,0.14706,416,388,0.005005
"mscorlib.dll!System.Text::StringBuilderCache.Acquire()",0.004794,0.001234,0.017832,384,416,247,10,13,1.46842000016477,0.004894733,0.00442,0.005216,1182,4,1,7,300,198,0.000746,0.014841,381,247,0.004752
"mscorlib.dll!System.IO::Path.GetFileName()",0.00477,0.00423,0.024465,444,310,442,11,11,1.54418300231919,0.005147276,0.004595,0.005049,300,1,1,1,300,198,0.00423,0.024465,310,442,0.004631
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::GraphicsFormatUtility.GetGraphicsFormat()",0.004727,0.004447999,0.007611001,390,408,444,9,13,1.49012099708489,0.00496707,0.004621,0.004947999,6600,22,22,22,300,198,0.00017,0.003119,479,444,0.006231
"PostLateUpdate.ParticleSystemEndUpdateAll",0.004651,0.003971,0.112648,477,248,428,2,2,1.59747300297022,0.00532491,0.004416,0.005037,300,1,1,1,300,198,0.003971,0.112648,248,428,0.00464
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetGlobalTexture()",0.004647,0.004180999,0.007546,327,479,202,10,12,1.42843100067694,0.004761436,0.004513,0.004829,4500,15,15,15,300,198,0.000168,0.002231,255,224,0.004489
"mscorlib.dll!System.Text::UTF8Encoding.GetBytes()",0.004636,0.004092,0.006958,341,416,237,11,11,1.41382099641487,0.004712737,0.00447,0.004883,300,1,1,1,300,198,0.004092,0.006958,416,237,0.004763
"CommandBuffer.BeforeImageEffectsOpaque",0.004597,0.003467,0.124808,215,248,401,4,4,1.58273499575444,0.005275783,0.004055,0.005117,300,1,1,1,300,198,0.003467,0.124808,248,401,0.003789
"mscorlib.dll!System::IntPtr.op_Inequality()",0.004588999,0.003867998,0.01860901,421,445,198,8,19,1.6762450065944,0.005587483,0.004470998,0.006779999,29252,84,75,139,300,198,4.5E-05,0.010941,479,198,0.004484998
"ParticleSystem.EndUpdateAll",0.004579,0.003809,0.110481,337,305,428,3,3,1.5694660008885,0.005231553,0.004348,0.004948,300,1,1,1,300,198,0.003809,0.110481,305,428,0.004578
"mscorlib.dll!System::String.IsNullOrEmpty()",0.004561998,0.003429999,0.012025,393,274,418,6,20,1.43955099820596,0.004798503,0.004412998,0.004847999,20628,69,57,81,300,198,4.8E-05,0.007534,251,418,0.004656998
"UnityEngine.UI.dll!::MouseState.SetButtonState()",0.004518,0.004229,0.006166,263,255,235,9,9,0.412364999647252,0.004581833,0.004432,0.004629,270,3,3,3,90,198,0.001155,0.002808,273,235,0
"mscorlib.dll!Mono.Globalization.Unicode::MSCompatUnicodeTable.IsIgnorable()",0.004494,0.004065,0.010268,402,395,237,20,20,1.39200000293204,0.00464,0.004357,0.004712,1500,5,5,5,300,198,0.000477,0.00692,361,355,0.004344
"mscorlib.dll!System::RuntimeType.get_IsGenericType()",0.004485,0.00417,0.010513,218,326,434,12,12,1.33858800167218,0.004994731,0.004367,0.004771,2646,9,9,18,268,198,0.000418,0.002539,321,254,0.004393
"CleanUp.TextRenderingGarbageCollect",0.004468,0.000525,0.158096,358,395,298,5,5,3.51196097623324,0.01170654,0.001361,0.007879,300,1,1,1,300,198,0.000525,0.158096,395,298,0.000902
"PhysX.ScScene.postBroadPhase3",0.004456,0.001295,0.023315,429,335,428,4,4,0.830571997445077,0.005095534,0.0025,0.00529,165,1,1,2,163,199,0.001295,0.023315,335,428,0
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessDebugLayer.EndFrame()",0.004452,0.004061,0.017619,319,362,450,7,7,1.40734199807048,0.00469114,0.004332,0.004625,300,1,1,1,300,198,0.004061,0.017619,362,450,0.004316
"UnityEngine.CoreModule.dll!UnityEngine::Object.get_name()",0.004451,0.003848,0.023271,380,289,237,5,5,1.43781800079159,0.004792727,0.004257,0.00475,900,3,3,3,300,198,0.000638,0.014858,491,237,0.004151
"UnityEngine.CoreModule.dll!UnityEngine::UnitySynchronizationContext.ExecuteTasks()",0.004447,0.003798,0.061607,324,234,428,3,3,1.44057499826886,0.004801917,0.004222,0.004686,300,1,1,1,300,198,0.003798,0.061607,234,428,0.00421
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.UpdateModule()",0.004438,0.003437,0.249601,490,310,288,6,6,1.66327599040233,0.005544253,0.0042,0.004742,300,1,1,1,300,198,0.003437,0.249601,310,288,0.003966
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessDebugLayer.RenderMonitors()",0.004386,0.00383,0.017028,365,477,359,7,7,1.34298300161026,0.00447661,0.004212,0.004576,300,1,1,1,300,198,0.00383,0.017028,477,359,0.004051
"mscorlib.dll!System::RuntimeType.get_Namespace()",0.004384,0.004025,0.025095,345,479,215,12,12,1.4625820023648,0.004875273,0.004254,0.00458,2400,8,8,8,300,198,0.000222,0.020784,282,215,0.004445
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.BeginSample()",0.004344,0.003574,0.018757,298,212,419,7,11,1.35407699993812,0.00451359,0.004102,0.004674,1200,4,4,4,300,198,0.00034,0.015918,228,419,0.003745
"Render.Mesh",0.004335,0.003984999,0.365662,468,479,401,6,10,1.81352500594221,0.006045084,0.004244,0.004475998,18600,62,62,62,300,198,5.3E-05,0.073021,369,401,0.004302
"com.unity.multiplayer-hlapi.Runtime.dll!UnityEngine.Networking::NetworkCallbacks.LateUpdate()",0.004311,0.003411,0.104523,306,316,428,4,4,1.44592200522311,0.00481974,0.004018,0.004748,300,1,1,1,300,198,0.003411,0.104523,316,428,0.004216
"mscorlib.dll!System::NumberFormatter.InitDecHexDigits()",0.004287,0.001002,0.01179,305,462,319,9,17,1.31678099941928,0.00438927,0.00413,0.004609,3246,11,2,20,300,198,0.000278,0.007659,221,319,0.00438
"mscorlib.dll!System.Globalization::CultureInfo.get_UserDefaultCulture()",0.004248,0.000753,0.010813,340,416,405,9,18,1.29542999877594,0.0043181,0.004116,0.004457,6192,21,3,39,300,198,0.000151,0.006569,221,233,0.004379001
"PhysX.UpdateContinuationTask",0.00423,0.002888,0.011608,496,391,374,4,4,0.775050999363884,0.004428863,0.003858,0.004515,182,1,1,2,175,198,0.002888,0.011608,391,374,0
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerInputModule.GetPointerData()",0.004222,0.00359,0.007056,263,232,235,9,9,0.397322998673189,0.0044147,0.004046,0.004548,270,3,3,3,90,198,0.000682,0.003992,273,235,0
"mscorlib.dll!System.IO::MonoIO.GetLength()",0.004183,0.003715,0.013326,442,497,237,16,17,1.30265500163659,0.004342183,0.004047,0.004358,600,2,2,2,300,198,0.001427,0.009256,248,237,0.004106
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetRenderTargetSingle_Internal()",0.004172,0.003669,0.00696,219,212,401,8,14,1.28233900050691,0.004274463,0.003993,0.004387,3300,11,11,11,300,198,0.000169,0.002836,479,285,0.003967
"mscorlib.dll!System.Text::StringBuilder.get_Length()",0.004134998,0.000515,0.02260101,470,338,247,6,17,1.26726300298833,0.00422421,0.004074998,0.004208998,23286,79,10,148,300,198,4.7E-05,0.016256,216,415,0.004119998
"Animators.PrepareFirstPass",0.00411,0.003291,0.058909,388,336,428,5,5,1.32973700226285,0.004432457,0.003834,0.004426,300,1,1,1,300,198,0.003291,0.058909,336,428,0.003329
"mscorlib.dll!System::String.MakeSeparatorList()",0.00408,0.003957,0.013012,429,294,358,18,20,1.25277599855326,0.00417592,0.004044,0.004135,1200,4,4,4,300,198,0.000759,0.009393,321,358,0.004065
"Profiler.SerializeStats",0.004076,0.0035,0.00797,397,480,398,3,3,1.24198400089517,0.004139947,0.003849,0.004312,300,1,1,1,300,198,0.0035,0.00797,480,398,0.004276
"UnityEngine.CoreModule.dll!UnityEngine::Object.GetCachedPtr()",0.004058998,0.003819997,0.018146,471,479,428,8,19,1.51407300767823,0.00504691,0.003979998,0.006337999,26606,75,75,121,300,198,4.5E-05,0.007693,479,419,0.003993998
"com.unity.multiplayer-hlapi.Runtime.dll!UnityEngine.Networking::NetworkIdentity.UNetStaticUpdate()",0.004026,0.003165,0.09853701,257,312,428,5,5,1.3559170041699,0.004519723,0.003734,0.004452,300,1,1,1,300,198,0.003165,0.09853701,312,428,0.003905
"Batch.DrawDynamic",0.004025,0.003092,0.056392,353,294,401,6,10,1.38344899885124,0.004611497,0.003691,0.004416,900,3,3,3,300,198,0.00071,0.046564,275,301,0.004037
"UnityEngine.CoreModule.dll!UnityEngine::Object.GetName()",0.003946,0.003375,0.022546,375,289,237,6,6,1.28793300245889,0.00429311,0.00378,0.004237,900,3,3,3,300,198,0.000527,0.014423,491,237,0.00369
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.ShouldIgnoreEventsOnNoFocus()",0.003933,0.003217,0.09088,450,310,288,6,7,1.00499500142178,0.00478569,0.003688,0.004204,420,2,2,2,210,288,0.000783,0.089602,449,288,0.003578
"UnityEngine.UI.dll!UnityEngine.EventSystems::TouchInputModule.UpdateModule()",0.003901,0.001907,0.052134,422,248,428,6,6,1.12815900181886,0.00376053,0.00214,0.004143,300,1,1,1,300,198,0.001907,0.052134,248,428,0.003994
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PropertySheet.ClearKeywords()",0.003878,0.002497,0.007801,395,289,307,8,8,1.17387900268659,0.00391293,0.003184,0.004503,300,1,1,1,300,198,0.002497,0.007801,289,307,0.002668
"RenderLoop.CleanupNodeQueue",0.003869,0.003236,0.056677,463,445,401,3,8,1.28702699888527,0.00429009,0.003688,0.004073,2700,9,9,9,300,198,7.3E-05,0.037769,226,401,0.003708
"Animator.ProcessAnimations",0.003824,0.002414,0.011234,303,322,464,7,7,1.158756001445,0.00398198,0.003649,0.004095,564,2,1,3,291,198,0.000964,0.00653,310,455,0.00346
"Assembly-CSharp.dll!Complete::TankMovement.EngineAudio()",0.003805,0.003144,0.006482,257,274,322,5,5,1.15860000014072,0.003862,0.003626,0.004016,600,2,2,2,300,198,0.000936,0.005462,228,322,0.00375
"UnityEngine.CoreModule.dll!UnityEngine::MaterialPropertyBlock.SetVector()",0.003744,0.003486,0.005613,452,479,202,9,11,1.1475080010423,0.003825027,0.003688,0.003855,2700,9,9,9,300,198,0.000295,0.002187,425,426,0.003693
"PostProcessLayer",0.003743,0.003141,0.163169,461,445,401,5,5,1.30177501030266,0.00433925,0.003549,0.003965,300,1,1,1,300,198,0.003141,0.163169,445,401,0.003651
"mscorlib.dll!System::String.IndexOfAnyUnchecked()",0.003728,0.003527,0.006507,301,303,428,14,22,1.15794200074743,0.003859807,0.003673,0.003819,3600,12,12,12,300,198,0.000228,0.002671,279,428,0.003625
"mscorlib.dll!System::String.Replace()",0.00372,0.00292,0.013234,333,336,372,12,15,1.25949199940078,0.004198307,0.003512,0.004083,600,2,2,2,300,198,0.001033,0.011978,290,372,0.008185
"UnityEngine.CoreModule.dll!UnityEngine::Shader.PropertyToID()",0.003696,0.002488,0.007413,453,479,296,12,12,1.10803700098768,0.003693457,0.003409,0.003963,3600,12,12,12,300,198,0.000138,0.00244,439,296,0.002777
"PhysX.ScScene.updateDynamics",0.00361,0.002744,0.017327,373,463,198,4,4,0.40039899921976,0.003964346,0.003351,0.004003,107,1,1,2,101,198,0.002518,0.017327,221,198,0.003775
"DestroyCullResults",0.003609,0.003056,0.017551,483,269,283,3,3,1.12441599951126,0.003748053,0.003387,0.00394,300,1,1,1,300,198,0.003056,0.017551,269,283,0.003427
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.set_camera()",0.003567,0.002844,0.05526,248,479,226,6,6,1.21982499794103,0.004066083,0.003444,0.00379,300,1,1,1,300,198,0.002844,0.05526,479,226,0.003245
"mscorlib.dll!System::String.LastIndexOfAny()",0.003567,0.003149,0.011959,388,458,214,12,16,1.09353100054432,0.003645103,0.003477,0.003657,1200,4,4,4,300,198,0.000553,0.008754,497,214,0.003335
"Animator.WriteTransforms",0.003518,0.002867,0.025259,230,492,434,7,7,0.945490000769496,0.00369332,0.003341,0.00376,768,3,3,3,256,198,0.000704,0.021221,305,434,0.002875
"mscorlib.dll!System::GC.SuppressFinalize()",0.003438,0.002562,0.019983,290,221,284,7,17,1.07912400036003,0.00359708,0.00316,0.003756,1200,4,4,4,300,198,0.000253,0.017474,353,284,0.003474
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessLayer.ShouldGenerateLogHistogram()",0.003438,0.003223,0.007504,428,479,286,8,8,1.06130600324832,0.003537687,0.00339,0.00351,300,1,1,1,300,198,0.003223,0.007504,479,286,0.003775
"mscorlib.dll!System::IntPtr.op_Explicit()",0.003423998,0.002797999,0.01034299,374,462,289,5,17,1.07947500507726,0.00359825,0.003369998,0.003516998,19146,64,55,73,300,198,4.6E-05,0.00644,479,289,0.003417998
"Shadows.ExtractCasters",0.003416,0.003291,0.005174,206,243,450,9,9,0.0500689998734742,0.003576357,0.003386,0.003445,14,1,1,1,14,206,0.003291,0.005174,243,450,0
"RenderTexture.GarbageCollectTemporary",0.003414,0.002125,0.007453,358,212,475,2,5,1.0446370022255,0.003482123,0.002986,0.003881,600,2,2,2,300,198,0.000877,0.005382,336,475,0.002794
