Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
"UnityEngine.CoreModule.dll!UnityEngine.Profiling::Profiler.ValidateArguments()",0.001492,0.001337,0.026076,260,364,428,8,8,0.489221999261645,0.00163074,0.001433,0.001578,1800,6,6,6,300,198,0.000154,0.009281,249,428,0.001703
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.HandleConstantPixelSize()",0.001486,0.001216,0.003024,308,336,265,6,6,0.455745999817736,0.001519153,0.0014,0.001594,300,1,1,1,300,198,0.001216,0.003024,336,265,0.001572
"UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_mousePosition()",0.001482,0.001145,0.019961,448,325,388,5,11,0.513952000561403,0.001713173,0.001339,0.001717,780,2,2,4,300,198,0.000171,0.019398,204,388,0.001304
"SkinnedMeshUpdateAllNeeded",0.00148,0.000862,0.002662,307,268,450,6,6,0.278899999160785,0.001475661,0.001274,0.001699,189,1,1,1,189,198,0.000862,0.002662,268,450,0
"mscorlib.dll!System.Collections.Generic::KeyValuePair`2..ctor()",0.001478,0.001379,0.010768,465,470,223,5,9,0.45828399974198,0.001527613,0.001442,0.001515,7500,25,25,25,300,198,4.8E-05,0.009306,305,223,0.001486
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.Process()",0.001473,0.001236,0.219784,329,492,245,5,5,10.891319955932,0.0363044,0.001395,0.110374,300,1,1,1,300,198,0.001236,0.219784,492,245,0.001353
"mscorlib.dll!System.Reflection::MethodBase.op_Inequality()",0.001468,0.001217,0.002222,476,310,481,7,13,0.447445000871085,0.001491483,0.001429,0.00151,2094,7,6,8,300,198,0.000152,0.0007940001,205,338,0.001457
"mscorlib.dll!Mono.Globalization.Unicode::CodePointIndexer.ToIndex()",0.001463,0.0013,0.003974,429,477,458,20,21,0.454299000757601,0.00151433,0.001415,0.001519,4500,15,15,15,300,198,5.3E-05,0.002785,381,451,0.001401
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.Blit_Identifier_Injected()",0.00146,0.001007,0.002876,409,439,493,9,9,0.449512998340651,0.001498377,0.001288,0.001652,300,1,1,1,300,198,0.001007,0.002876,439,493,0.001239
"ClipperRegistry.Cull",0.001454,0.001245,0.036583,358,373,428,8,8,0.481115999165922,0.00160372,0.001397,0.001533,300,1,1,1,300,198,0.001245,0.036583,373,428,0.001284
"UnityEngine.CoreModule.dll!UnityEngine::MaterialPropertyBlock.SetVectorImpl_Injected()",0.001453,0.001312,0.002234,431,479,202,11,13,0.444264000812836,0.00148088,0.001409,0.001505,2700,9,9,9,300,198,8.2E-05,0.000776,486,217,0.001446
"mscorlib.dll!System::Char.IsLatin1()",0.001446,0.001274,0.005726,232,258,237,8,22,0.443552001441276,0.001478507,0.001427001,0.001473,8088,27,25,29,300,198,4.7E-05,0.00411,352,237,0.001445
"UnityEngine.CoreModule.dll!UnityEngine::Vector3..ctor()",0.001441,0.000638,0.04121502,468,426,247,7,13,0.518121999037248,0.001727073,0.001399,0.001794,7962,25,12,44,300,198,4.8E-05,0.012396,479,247,0.001438
"UnityEngine.PhysicsModule.dll!UnityEngine::Rigidbody.get_rotation()",0.00142,0.001159,0.037779,314,278,247,6,6,0.461315000517061,0.001721325,0.001356,0.001502,588,2,2,4,268,198,0.00033,0.02885,327,247,0.001408
"PhysX.PxsDynamics.solverEnd",0.001412,0.001118,0.009343,264,418,482,4,4,0.408159999991767,0.00165247,0.001317,0.0016,271,1,1,2,247,198,0.001118,0.009343,418,482,0.001296
"UnityEngine.UI.dll!UnityEngine.UI::CanvasUpdateRegistry.CleanInvalidItems()",0.001404,0.001114,0.025473,421,221,428,8,8,0.457777001196519,0.001525923,0.001297,0.001529,300,1,1,1,300,198,0.001114,0.025473,221,428,0.001475
"PhysX.ScScene.constraintProjection",0.001404,0.000168,0.004491,469,369,276,4,4,0.166201000538422,0.001329608,0.000297,0.001901,130,1,1,2,125,198,0.000127,0.004247,434,387,0
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfoShimBase.get_graphicsDeviceType()",0.001402,0.00124,0.018505,221,474,391,11,11,0.449830999976257,0.001499437,0.001361,0.001487,900,3,3,3,300,198,0.000258,0.017382,479,391,0.001492
"mscorlib.dll!System.Reflection::MethodBase.op_Equality()",0.001397,0.000365,0.007199999,266,310,247,8,14,0.424158000954776,0.00141386,0.001354,0.001463,5622,19,6,32,300,198,4.9E-05,0.003272,216,247,0.001384
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::RuntimeUtilities.Exp2()",0.001396,0.001122,0.00439,340,289,212,10,11,0.434806000033859,0.001449353,0.001321,0.001522,600,2,2,2,300,198,0.000383,0.002276,227,212,0.001266
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef()",0.001381,0.000946,0.003177,485,371,289,4,4,0.427241000114009,0.001424137,0.001241,0.001528,300,1,1,1,300,198,0.000946,0.003177,371,289,0.001482
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.get_transform()",0.00138,0.00119,0.005733,352,210,257,5,5,0.445805001567351,0.001486017,0.001312,0.001556,2700,9,9,9,300,198,6.4E-05,0.004218,227,257,0.001363
"UnityEngine.CoreModule.dll!UnityEngine::Vector4..ctor()",0.001379,0.001316,0.009557,287,479,443,9,12,0.438032998779818,0.00146011,0.00136,0.001402,7500,25,25,25,300,198,5E-05,0.008245,476,443,0.001388
"TextRendering.CollectGarbage",0.001378,0.000493,0.126555,274,352,276,3,3,1.38499600056093,0.004616654,0.000981,0.00236,300,1,1,1,300,198,0.000493,0.126555,352,276,0.005201
"mscorlib.dll!System::Char.IsWhiteSpaceLatin1()",0.001378,0.001123,0.008966001,224,464,198,8,22,0.422141000726697,0.001407137,0.001337,0.001428,6588,22,20,24,300,198,5E-05,0.007548,422,198,0.001347
"Canvas.RenderSubBatch",0.001376,0.001029,0.049358,208,477,401,7,7,0.493477000927669,0.001644923,0.001279,0.00158,1200,4,4,4,300,198,0.000138,0.032664,435,401,0.00161
"UnityEngine.CoreModule.dll!UnityEngine::EditorSystemInfo.GetCompatibleFormat()",0.00136,0.001209,0.00366,300,293,225,11,15,0.430668002452876,0.00143556,0.001313,0.001417,3300,11,11,11,300,198,7.6E-05,0.002352,252,466,0.001345
"UnityEngine.CoreModule.dll!UnityEngine::Mathf.Max()",0.001359,0.0012,0.005389,292,316,265,7,12,0.447515000469139,0.001491717,0.001312,0.00162,5940,18,18,24,300,198,5.2E-05,0.003759,208,265,0.001353
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::GraphicsFormatUtility.GetRenderTextureFormat()",0.001355,0.001281,0.004208,373,422,429,9,14,0.426430001909466,0.001421433,0.001333,0.001392,6600,22,22,22,300,198,5.1E-05,0.002867,479,429,0.001353
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessVolume.Update()",0.00134,0.001085,0.007286,219,310,279,4,4,0.428389999899082,0.001427967,0.00124,0.001535,300,1,1,1,300,198,0.001085,0.007286,310,279,0.001311
"mscorlib.dll!System::NumberFormatter.GetInstance()",0.001335,0.000158,0.002991,491,385,434,8,16,0.400968001056754,0.00133656,0.001288,0.00141,5892,20,2,38,300,198,5E-05,0.000294,227,443,0.001452
"mscorlib.dll!System::NumberFormatter.FastDecHexLen()",0.001326,0.000135,0.003825,316,336,288,11,20,0.406214001151966,0.001354047,0.001294,0.001395,5892,20,2,38,300,198,4.9E-05,0.001808,215,328,0.001356
"UnityEngine.CoreModule.dll!UnityEngine::Transform.get_position_Injected()",0.001326,0.000832,0.017029,394,310,260,6,9,0.427173999865772,0.001423913,0.001206,0.001467,1494,5,4,6,300,198,8.3E-05,0.015894,294,260,0.001174
"mscorlib.dll!System::Exception.Init()",0.001325,0.001118,0.008365,314,363,448,11,11,0.410279998963233,0.001530895,0.001253,0.001479,294,1,1,2,268,198,0.000897,0.00787,444,433,0.001253
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_allowDynamicResolution()",0.001324,0.00115,0.012646,338,342,401,7,12,0.419524000881211,0.001398413,0.001283,0.001399,3900,13,13,13,300,198,6.1E-05,0.011405,455,401,0.001291
"mscorlib.dll!System.Globalization::CultureInfo.get_DefaultThreadCurrentCulture()",0.001306,0.000184,0.003448999,306,336,298,9,18,0.394389001117816,0.00131463,0.001266,0.00137,6192,21,3,39,300,198,4.8E-05,0.002213,204,298,0.001361
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInputModule.HandlePointerExitAndEnter()",0.001302,0.001174,0.001815,230,232,237,9,9,0.120250000152737,0.001336111,0.001255,0.001344,90,1,1,1,90,198,0.001174,0.001815,232,237,0
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ColorUtilities.ComputeColorBalance()",0.001294,0.001094,0.002854,373,252,293,11,11,0.401862999773584,0.001339543,0.001236,0.001381,300,1,1,1,300,198,0.001094,0.002854,252,293,0.001269
"mscorlib.dll!System.Globalization::CultureInfo.ConstructCurrentCulture()",0.001292,0.000199,0.004029999,358,201,272,10,19,0.392625000018597,0.00130875,0.00126,0.001334,6192,21,3,39,300,198,4.8E-05,0.002254,236,373,0.001345
"mscorlib.dll!System::NumberFormatter.Release()",0.001288,0.000138,0.003927,401,462,297,8,16,0.38907900119375,0.00129693,0.001247,0.001359,5892,20,2,38,300,198,5.2E-05,0.002733,204,297,0.001327
"mscorlib.dll!System.IO::FileStream.WriteSegment()",0.001284,0.00111,0.011626,391,316,411,11,11,0.406757000600919,0.001355857,0.00124,0.001355,300,1,1,1,300,198,0.00111,0.011626,316,411,0.001359
"com.unity.multiplayer-hlapi.Runtime.dll!UnityEngine.Networking::NetworkManager.UpdateScene()",0.001283,0.001012,0.047554,340,305,428,6,6,0.443200000794604,0.001477333,0.001134,0.001437,300,1,1,1,300,198,0.001012,0.047554,305,428,0.001396
"CombineJobResults",0.001279,0.00044,0.004013,328,212,428,4,7,0.390057000106026,0.00130019,0.001193,0.001361,2744,10,3,11,300,198,4.8E-05,0.002755,361,428,0.001259
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect()",0.001278,0.000577,0.015856,308,258,388,5,5,0.433667000732385,0.001445557,0.001158,0.001569,300,1,1,1,300,198,0.000577,0.015856,258,388,0.001372
"mscorlib.dll!System::String.CopyTo()",0.001277,0.001189,0.00266,271,364,306,7,7,0.394495998509228,0.001314987,0.00125,0.001315,300,1,1,1,300,198,0.001189,0.00266,364,306,0.001214
"UnityEngine.CoreModule.dll!UnityEngine::Texture.get_width()",0.001276,0.00108,0.003374,293,467,344,9,13,0.402967000802164,0.001343223,0.001207,0.001393,900,3,3,3,300,198,0.000175,0.002462,291,344,0.001191
"UnityEngine.PhysicsModule.dll!UnityEngine::Rigidbody.MoveRotation()",0.001274,0.001156,0.010416,254,211,247,6,6,0.391031000413932,0.001459071,0.001241,0.001342,588,2,2,4,268,198,0.000347,0.007079,265,247,0.00126
"mscorlib.dll!System.Runtime.InteropServices::SafeHandle.DangerousReleaseInternal()",0.001266,0.000906,0.004121,280,497,488,11,18,0.386733000799723,0.00128911,0.001111,0.001364,1800,6,6,6,300,198,6.6E-05,0.002896,205,488,0.001159
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInput.GetAxisRaw()",0.001265,0.001102,0.03219,396,340,428,6,8,0.526584999577608,0.001755283,0.001213,0.002182,780,2,2,4,300,198,0.000315,0.016465,226,428,0.001166
"UnityEngine.CoreModule.dll!UnityEngine::ShimManager.get_systemInfoShim()",0.001264,0.001036,0.010546,376,210,226,6,14,0.40324300150678,0.001344143,0.001147,0.001308,6420,22,20,22,300,198,4.4E-05,0.005006,479,226,0.001205
"UpdatePreloading",0.001252,0.000975,0.015725,451,367,247,4,4,0.411041001032572,0.001370137,0.001168,0.001369,300,1,1,1,300,198,0.000975,0.015725,367,247,0.000975
"mscorlib.dll!System::Random.NextDouble()",0.001241,0.000945,0.003533,375,233,219,9,9,0.382192999997642,0.001273977,0.00118,0.001317,600,2,2,2,300,198,0.000265,0.003207,433,219,0.001119
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_msaaSamples()",0.001239,0.001165,0.004488,357,479,409,8,15,0.392124001184129,0.00130708,0.001226,0.001262,6900,23,23,23,300,198,4.7E-05,0.003332,248,409,0.001241
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate()",0.001238,0.000673,0.018514,230,291,226,3,3,0.419836998276878,0.001399457,0.001144,0.001365,894,3,2,4,300,198,0.000231,0.017578,466,226,0.00114
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.GetTemporaryRTWithDescriptor_Injected()",0.001237,0.00105,0.003051999,407,328,212,9,13,0.385973001102684,0.001286577,0.001155,0.001315,3300,11,11,11,300,198,7.1E-05,0.00204,205,212,0.001193
"UnityEngine.CoreModule.dll!UnityEngine::Transform.set_rotation()",0.001232,0.00101,0.018037,480,484,225,5,5,0.403344000485959,0.00134448,0.001149,0.001317,600,2,2,2,300,198,0.000264,0.017607,336,225,0.001274
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_memoryless()",0.001231,0.001161,0.003935999,408,479,226,8,15,0.383594000799349,0.001278647,0.001214,0.001251,6900,23,23,23,300,198,4.7E-05,0.002789,204,226,0.001202
"UnityEngine.CoreModule.dll!UnityEngine::Debug.CallOverridenDebugHandler()",0.001231,0.001017,0.018969,457,229,247,4,4,0.384185998758767,0.00143353,0.001173,0.001367,294,1,1,2,268,198,0.000571,0.018969,444,247,0.001291
"mscorlib.dll!System.Globalization::CultureInfo.get_CurrentCulture()",0.001226,0.001044,0.00384,396,294,323,14,14,0.406473000417463,0.00135491,0.001173,0.001272,300,1,1,1,300,198,0.001044,0.00384,294,323,0.001329
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_vrUsage()",0.001221,0.001172,0.003564999,464,476,226,8,15,0.376411001092492,0.001254703,0.001204,0.001243,6900,23,23,23,300,198,4.7E-05,0.002433,205,226,0.001269
"UnityEngine.CoreModule.dll!UnityEngine::Mesh.get_subMeshCount()",0.001219,0.000939,0.002946,495,309,403,11,13,0.378554002207238,0.001261847,0.001102,0.001359,3000,10,10,10,300,198,6.5E-05,0.002227,479,403,0.001062
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_shadowSamplingMode()",0.001217,0.001158,0.005066,306,479,222,8,15,0.376717000930512,0.001255723,0.001202,0.001238,6900,23,23,23,300,198,4.7E-05,0.003869,220,222,0.001203
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_volumeDepth()",0.001215,0.001163,0.008054,344,243,419,8,15,0.387417001351423,0.00129139,0.0012,0.001236,6900,23,23,23,300,198,4.7E-05,0.006873,225,419,0.00122
"Profiler.CollectPhysicsStats",0.001214,0.00083,0.002583,199,366,356,3,3,0.375836999621242,0.00125279,0.001076,0.001375,300,1,1,1,300,198,0.00083,0.002583,366,356,0.000949
"UnityEngine.UI.dll!UnityEngine.EventSystems::BaseInputModule.ShouldActivateModule()",0.001214,0.001056,0.040888,265,429,428,6,6,0.435476999962702,0.00145159,0.001155,0.001322,300,1,1,1,300,198,0.001056,0.040888,429,428,0.001276
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_dimension()",0.00121,0.001161,0.004174998,332,285,226,8,15,0.375035001306969,0.001250117,0.001195,0.001233,6900,23,23,23,300,198,4.7E-05,0.003066,246,226,0.001184
"MeshRendererPrepareDispatchUpdate",0.001209,0.000903,0.007901,348,268,428,4,7,0.393907001016487,0.001313023,0.001086,0.001362,1500,5,5,5,300,198,7.4E-05,0.00696,371,428,0.0011
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_height()",0.001203,0.001129,0.003417998,221,479,226,7,15,0.378077001485508,0.001260257,0.00119,0.001223,6900,23,23,23,300,198,4.7E-05,0.002296,226,226,0.001182
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfoShimBase.get_operatingSystemFamily()",0.001203,0.00104,0.025663,452,340,428,8,9,0.290495001041563,0.001383309,0.001157,0.00128,420,2,2,2,210,288,0.00027,0.012958,292,428,0.001133
"DepthPass.Sort",0.001202,0.000999,0.002166,258,346,381,5,5,0.31561599962879,0.001218595,0.001133,0.00127,259,1,1,1,259,198,0.000999,0.002166,346,381,0.001074
"Shadows.CullingCallbacks",0.001202,0.000895,0.002482,478,346,406,6,6,0.378703999274876,0.001262347,0.001107,0.001356,300,1,1,1,300,198,0.000895,0.002482,346,406,0.001368
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.set_width()",0.001201,0.001148,0.006167,446,479,226,7,15,0.390990000756574,0.0013033,0.001188,0.001227,6900,23,23,23,300,198,4.7E-05,0.002666,229,226,0.001177
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.op_Multiply()",0.001197,0.001006,0.026411,456,457,247,6,7,0.380207000605878,0.001418683,0.001136,0.001294,1176,4,4,8,268,198,8.5E-05,0.012809,210,247,0.001242
"UnityEngine.CoreModule.dll!UnityEngine::Camera.ScreenToViewportPoint_Injected()",0.001196,0.001011,0.012317,218,276,283,12,12,0.12677499900019,0.001408611,0.00113,0.001403,180,2,2,2,90,198,0.000114,0.01169,221,283,0
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor.get_graphicsFormat()",0.001192,0.001132,0.004796001,423,456,420,9,14,0.382807002166373,0.001276023,0.001168,0.001221,6600,22,22,22,300,198,4.8E-05,0.003653,213,420,0.001153
"Initialization.PlayerUpdateTime",0.001185,0.000858,0.012018,424,395,286,2,2,0.381064999848604,0.001270217,0.001082,0.001354,300,1,1,1,300,198,0.000858,0.012018,395,286,0.001028
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::GraphicsSettings.get_INTERNAL_defaultRenderPipeline()",0.001183,0.0009219999,0.009522,390,496,401,7,10,0.381308000352874,0.001271027,0.001125,0.00126,1800,6,6,6,300,198,6.5E-05,0.008545,208,401,0.001138
"mscorlib.dll!System::String.IsBOMWhitespace()",0.001175,0.001015,0.005757,412,212,462,7,21,0.360553001788503,0.001201843,0.001157,0.001201,6588,22,20,24,300,198,4.7E-05,0.004737,232,462,0.001159
"UnityEngine.CoreModule.dll!UnityEngine::ComputeShader.FindKernel()",0.00117,0.000658,0.00243,486,361,354,11,11,0.358061000064481,0.001193537,0.000938,0.001382,300,1,1,1,300,198,0.000658,0.00243,361,354,0.000784
"UnityEngine.CoreModule.dll!UnityEngine::BeforeRenderHelper.Invoke()",0.001168,0.000844,0.041347,306,274,226,4,4,0.408379001542926,0.001361263,0.001067,0.001276,300,1,1,1,300,198,0.000844,0.041347,274,226,0.001016
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::TextureLerper.BeginFrame()",0.001166,0.000949,0.006507,335,291,222,6,7,0.376561999612022,0.001255207,0.00111,0.001245,600,2,2,2,300,198,0.00041,0.00599,456,222,0.001125
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.Internal_FromEulerRad()",0.00116,0.000839,0.010328,443,395,206,7,7,0.355125999849406,0.001325097,0.001045,0.001336,588,2,2,4,268,198,0.000192,0.009715,213,206,0.0009700001
"UnityEngine.UI.dll!UnityEngine.EventSystems::UIBehaviour.IsActive()",0.001156,0.0009689999,0.001902,206,218,283,10,10,0.107860000513028,0.001198444,0.001097,0.001222,270,3,3,3,90,198,0.000176,0.001141,286,284,0
"UnityEngine.CoreModule.dll!UnityEngine::MaterialPropertyBlock.SetColor()",0.001155,0.001029,0.002457,387,244,419,10,10,0.356805000657914,0.00118935,0.001123,0.001205,600,2,2,2,300,198,0.000388,0.001368,309,419,0.001126
"mscorlib.dll!System::ParamsArray.GetAtSlow()",0.001155,0.001056,0.006021,330,452,247,14,15,0.348259000769758,0.001299474,0.001117,0.001235,5292,18,18,36,268,198,4.8E-05,0.00245,200,247,0.001163
"UnityEngine.CoreModule.dll!UnityEngine::SystemInfo.get_supports3DRenderTextures()",0.001149,0.000969,0.011571,488,388,282,10,10,0.371785999857821,0.001239287,0.001095,0.001225,300,1,1,1,300,198,0.000969,0.011571,388,282,0.001089
"UnityEditor.dll!UnityEditor::EditorGUIUtility.SkinChanged()",0.001146,0.000893,0.002575,491,452,470,5,5,0.367799000465311,0.001225997,0.001056,0.001362,300,1,1,1,300,198,0.000893,0.002575,452,470,0.001073
"UnityEngine.UI.dll!UnityEngine.UI.Collections::IndexedSet`1.Clear()",0.001141,0.0009409999,0.065403,204,275,428,8,8,0.425431001523975,0.001418103,0.001072,0.001254,600,2,2,2,300,198,0.000316,0.037902,458,428,0.001071
"mscorlib.dll!System::Math.Abs()",0.001141,0.000929,0.015114,414,310,428,6,10,0.402471999237605,0.001341573,0.001072,0.001518,5010,14,14,23,300,198,4.8E-05,0.004713,479,428,0.001137
"UnityEngine.CoreModule.dll!UnityEngine::Screen.get_width()",0.001134,0.000966,0.002105,234,217,235,11,11,0.106126000755467,0.001179178,0.001075,0.001234,90,1,1,1,90,198,0.000966,0.002105,217,235,0
"mscorlib.dll!System::Array.Clear()",0.001133,0.000888,0.003508,492,416,430,15,15,0.351183001010213,0.00117061,0.001068,0.001211,300,1,1,1,300,198,0.000888,0.003508,416,430,0.0009869999
"mscorlib.dll!System::Environment.get_Is64BitProcess()",0.001128,0.001018,0.004341,348,312,376,15,15,0.351944002177333,0.001173147,0.001103,0.001159,1800,6,6,6,300,198,0.000148,0.003341,209,376,0.001151
"UnityEngine.CoreModule.dll!UnityEngine::RenderTexture.set_active()",0.001123,0.000913,0.099359,382,388,401,7,7,0.452193998673465,0.001507313,0.001055,0.001217,300,1,1,1,300,198,0.000913,0.099359,388,401,0.001094
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ParameterOverride`1.op_Implicit()",0.001123,0.001031,0.00293,237,330,289,7,11,0.347838001129276,0.00115946,0.0011,0.001153,5100,17,17,17,300,198,4.8E-05,0.001874,312,289,0.001126
"Profiler.CollectPhysics2DStats",0.001115,0.000761,0.002702,350,238,204,3,3,0.342681000882294,0.00114227,0.000999,0.001231,300,1,1,1,300,198,0.000761,0.002702,238,204,0.000954
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.GetDefaultSkin()",0.001115,0.000832,0.017214,358,402,393,4,4,0.376801001257263,0.001256003,0.001006,0.001303,300,1,1,1,300,198,0.000832,0.017214,402,393,0.000993
"SoundManager.Update",0.001112,0.0009010001,0.013,241,232,428,3,3,0.371982000011485,0.00123994,0.00104,0.001287,300,1,1,1,300,198,0.0009010001,0.013,232,428,0.001122
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::ColorGradingRenderer.CheckInternalLogLut()",0.001105,0.000958,0.003587,443,408,332,11,11,0.342000000237022,0.00114,0.001066,0.001161,300,1,1,1,300,198,0.000958,0.003587,408,332,0.001076
"AnimationClipPlayable.EvaluateClip",0.001099,0.000402,0.002072,239,458,317,8,8,0.3291610001761,0.001131137,0.001028,0.001208,557,2,1,3,291,198,0.000126,0.00202,246,247,0.001271
"CanvasUpdate.Prelayout",0.001092,0.000842,0.138482,229,373,428,8,8,0.474057988729328,0.001580193,0.001032,0.001167,300,1,1,1,300,198,0.000842,0.138482,373,428,0.001011
"FixedUpdate.DirectorFixedUpdate",0.001092,0.000765,0.003411,368,490,314,2,2,0.316178000357468,0.001179769,0.00098,0.001277,294,1,1,2,268,198,0.000469,0.003411,444,314,0.001255
"ParticleSystem.Draw",0.001092,0.00083,0.008102,391,424,401,8,8,0.355539999494795,0.001185133,0.001004,0.001219,600,2,2,2,300,198,0.000294,0.004841,208,401,0.000971
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessDebugLayer.DestroyDebugOverlayTarget()",0.001091,0.000943,0.006369,463,476,354,8,8,0.349269998609088,0.001164233,0.00105,0.001164,300,1,1,1,300,198,0.000943,0.006369,476,354,0.001032
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessLayer.ApplyFlip()",0.00109,0.000958,0.002359,316,227,203,8,8,0.332398000056855,0.001107993,0.001054,0.001124,300,1,1,1,300,198,0.000958,0.002359,227,203,0.001007
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::AmbientOcclusionRenderer.IsAmbientOnly()",0.001087,0.000863,0.001752,298,479,379,6,6,0.333491000696085,0.001111637,0.000988,0.001181,300,1,1,1,300,198,0.000863,0.001752,479,379,0.000965
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetComputeVectorParam_Injected()",0.001071,0.000976,0.003082,223,259,280,13,13,0.332182001577166,0.001107273,0.00102,0.001128,3000,10,10,10,300,198,7.2E-05,0.002121,479,280,0.001021
"EarlyUpdate.ScriptRunDelayedStartupFrame",0.001071,0.000576,0.003211,226,258,247,2,2,0.333569000067655,0.001111897,0.000884,0.001292,300,1,1,1,300,198,0.000576,0.003211,258,247,0.000699
"mscorlib.dll!System::Nullable`1.get_HasValue()",0.001057,0.001011,0.002996999,414,479,376,10,12,0.331784001442429,0.001105947,0.001044,0.001076,6000,20,20,20,300,198,4.6E-05,0.001979,479,376,0.001053
"UnityEngine.CoreModule.dll!UnityEngine::EditorSystemInfo.get_supportsComputeShaders()",0.001052,0.000859,0.001645,412,417,387,9,12,0.325075000524521,0.001083583,0.001001,0.001122,900,3,3,3,300,198,0.000211,0.001103,431,387,0.001002
"UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect_Injected()",0.001043,0.000407,0.014826,430,310,388,6,6,0.359999998909188,0.0012,0.000916,0.001301,300,1,1,1,300,198,0.000407,0.014826,310,388,0.001135
"UnityEngine.CoreModule.dll!UnityEngine::MaterialPropertyBlock.SetFloatImpl()",0.001041,0.000893,0.001878,409,403,202,11,12,0.31555600023421,0.001051853,0.001007,0.001076,1200,4,4,4,300,198,0.000106,0.000823,213,384,0.0009429999
"mscorlib.dll!Mono.Globalization.Unicode::MSCompatUnicodeTable.Category()",0.001036,0.000964,0.001683,375,310,418,20,20,0.322629999907804,0.001075433,0.001018,0.001071,1200,4,4,4,300,198,0.000159,0.000955,346,412,0.001004
"UnityEngine.UI.dll!UnityEngine.UI::CanvasScaler.HandleWorldCanvas()",0.001031,0.000901,0.019692,387,457,388,6,6,0.341121999255847,0.001137073,0.000998,0.001098,600,2,2,2,300,198,0.000261,0.019338,451,388,0.000995
"mscorlib.dll!::Enumerator..ctor()",0.001031,0.000898,0.002505,470,312,224,4,10,0.316538000064611,0.001055127,0.001003,0.001067,3612,12,12,13,300,198,4.9E-05,0.001489,378,494,0.000945
"mscorlib.dll!::UTF8Encoder..ctor()",0.001022,0.000912,0.001513,201,462,237,12,12,0.314934001420625,0.00104978,0.000991,0.001068,300,1,1,1,300,198,0.000912,0.001513,462,237,0.001039
"Unity.Postprocessing.Runtime.dll!UnityEngine.Rendering.PostProcessing::PostProcessRenderContext.get_resources()",0.001022,0.0009410002,0.00632,319,479,222,7,11,0.315907001266169,0.001053023,0.001009,0.00104,5700,19,19,19,300,198,4.6E-05,0.005326,479,222,0.001009
